rxn_smiles,reactant_0,reactant_1,product_0,product_1,reactants,products,r1_valid,r2_valid,p1_valid,p2_valid,reaction
CCS+[CH]1COCOC1<=>CC[S]+C1COCOC1,CCS,[CH]1COCOC1,CC[S],C1COCOC1,CCS+[CH]1COCOC1,CC[S]+C1COCOC1,True,True,True,True,rmg_rxn_192
CC=NO+[CH]1COCOC1<=>CC=N[O]+C1COCOC1,CC=NO,[CH]1COCOC1,CC=N[O],C1COCOC1,CC=NO+[CH]1COCOC1,CC=N[O]+C1COCOC1,True,True,True,True,rmg_rxn_193
CCN=O+[CH]1COCOC1<=>CC=N[O]+C1COCOC1,CCN=O,[CH]1COCOC1,CC=N[O],C1COCOC1,CCN=O+[CH]1COCOC1,CC=N[O]+C1COCOC1,True,True,True,True,rmg_rxn_194
C1COCOC1+[CH2]CSCC<=>[CH]1COCOC1+CCSCC,C1COCOC1,[CH2]CSCC,[CH]1COCOC1,CCSCC,C1COCOC1+[CH2]CSCC,[CH]1COCOC1+CCSCC,True,True,True,True,rmg_rxn_195
[CH]1COCOC1+CCCC<=>C1COCOC1+C[CH]CC,[CH]1COCOC1,CCCC,C1COCOC1,C[CH]CC,[CH]1COCOC1+CCCC,C1COCOC1+C[CH]CC,True,True,True,True,rmg_rxn_196
C1COCOC1+[CH2]CCC<=>[CH]1COCOC1+CCCC,C1COCOC1,[CH2]CCC,[CH]1COCOC1,CCCC,C1COCOC1+[CH2]CCC,[CH]1COCOC1+CCCC,True,True,True,True,rmg_rxn_197
[CH]1COCOC1+C1COCOC1<=>[CH]1OCCCO1+C1COCOC1,[CH]1COCOC1,C1COCOC1,[CH]1OCCCO1,C1COCOC1,[CH]1COCOC1+C1COCOC1,[CH]1OCCCO1+C1COCOC1,True,True,True,True,rmg_rxn_198
[CH]1COCOC1+CCSCC<=>C1COCOC1+CCS[CH]C,[CH]1COCOC1,CCSCC,C1COCOC1,CCS[CH]C,[CH]1COCOC1+CCSCC,C1COCOC1+CCS[CH]C,True,True,True,True,rmg_rxn_199
S+[CH]1COCOC1<=>[SH]+C1COCOC1,S,[CH]1COCOC1,[SH],C1COCOC1,S+[CH]1COCOC1,[SH]+C1COCOC1,True,True,True,True,rmg_rxn_200
CC#N+[CH]1COCOC1<=>C=C=[N]+C1COCOC1,CC#N,[CH]1COCOC1,C=C=[N],C1COCOC1,CC#N+[CH]1COCOC1,C=C=[N]+C1COCOC1,True,True,True,True,rmg_rxn_201
C1COCOC1+[CH2]COCCC<=>[CH]1COCOC1+CCCOCC,C1COCOC1,[CH2]COCCC,[CH]1COCOC1,CCCOCC,C1COCOC1+[CH2]COCCC,[CH]1COCOC1+CCCOCC,True,True,True,True,rmg_rxn_205
[CH2]CN=O+C1COCOC1<=>CCN=O+[CH]1COCOC1,[CH2]CN=O,C1COCOC1,CCN=O,[CH]1COCOC1,[CH2]CN=O+C1COCOC1,CCN=O+[CH]1COCOC1,True,True,True,True,rmg_rxn_206
[CH]CC+CCCOCC<=>[CH2]CC+C[CH]COCC,[CH]CC,CCCOCC,[CH2]CC,C[CH]COCC,[CH]CC+CCCOCC,[CH2]CC+C[CH]COCC,True,True,True,True,rmg_rxn_207
[NH]N+C[CH]COCC<=>[N]N+CCCOCC,[NH]N,C[CH]COCC,[N]N,CCCOCC,[NH]N+C[CH]COCC,[N]N+CCCOCC,True,True,True,True,rmg_rxn_208
CC[NH]+C[CH]COCC<=>CC[N]+CCCOCC,CC[NH],C[CH]COCC,CC[N],CCCOCC,CC[NH]+C[CH]COCC,CC[N]+CCCOCC,True,True,True,True,rmg_rxn_209
CCS+C[CH]COCC<=>CC[S]+CCCOCC,CCS,C[CH]COCC,CC[S],CCCOCC,CCS+C[CH]COCC,CC[S]+CCCOCC,True,True,True,True,rmg_rxn_211
CC=NO+C[CH]COCC<=>CC=N[O]+CCCOCC,CC=NO,C[CH]COCC,CC=N[O],CCCOCC,CC=NO+C[CH]COCC,CC=N[O]+CCCOCC,True,True,True,True,rmg_rxn_212
CCN=O+C[CH]COCC<=>CC=N[O]+CCCOCC,CCN=O,C[CH]COCC,CC=N[O],CCCOCC,CCN=O+C[CH]COCC,CC=N[O]+CCCOCC,True,True,True,True,rmg_rxn_213
[CH2]CSCC+CCCOCC<=>CCSCC+C[CH]COCC,[CH2]CSCC,CCCOCC,CCSCC,C[CH]COCC,[CH2]CSCC+CCCOCC,CCSCC+C[CH]COCC,True,True,True,True,rmg_rxn_214
CCCC+C[CH]COCC<=>C[CH]CC+CCCOCC,CCCC,C[CH]COCC,C[CH]CC,CCCOCC,CCCC+C[CH]COCC,C[CH]CC+CCCOCC,True,True,True,True,rmg_rxn_215
[CH2]CCC+CCCOCC<=>CCCC+C[CH]COCC,[CH2]CCC,CCCOCC,CCCC,C[CH]COCC,[CH2]CCC+CCCOCC,CCCC+C[CH]COCC,True,True,True,True,rmg_rxn_216
C1COCOC1+C[CH]COCC<=>[CH]1OCCCO1+CCCOCC,C1COCOC1,C[CH]COCC,[CH]1OCCCO1,CCCOCC,C1COCOC1+C[CH]COCC,[CH]1OCCCO1+CCCOCC,True,True,True,True,rmg_rxn_217
CCSCC+C[CH]COCC<=>CCS[CH]C+CCCOCC,CCSCC,C[CH]COCC,CCS[CH]C,CCCOCC,CCSCC+C[CH]COCC,CCS[CH]C+CCCOCC,True,True,True,True,rmg_rxn_218
S+C[CH]COCC<=>[SH]+CCCOCC,S,C[CH]COCC,[SH],CCCOCC,S+C[CH]COCC,[SH]+CCCOCC,True,True,True,True,rmg_rxn_219
CC#N+C[CH]COCC<=>C=C=[N]+CCCOCC,CC#N,C[CH]COCC,C=C=[N],CCCOCC,CC#N+C[CH]COCC,C=C=[N]+CCCOCC,True,True,True,True,rmg_rxn_220
[CH2]COCCC+CCCOCC<=>C[CH]COCC+CCCOCC,[CH2]COCCC,CCCOCC,C[CH]COCC,CCCOCC,[CH2]COCCC+CCCOCC,C[CH]COCC+CCCOCC,True,True,True,True,rmg_rxn_224
[CH2]CN=O+CCCOCC<=>CCN=O+C[CH]COCC,[CH2]CN=O,CCCOCC,CCN=O,C[CH]COCC,[CH2]CN=O+CCCOCC,CCN=O+C[CH]COCC,True,True,True,True,rmg_rxn_225
C1COCOC1+C[CH]COCC<=>[CH]1COCOC1+CCCOCC,C1COCOC1,C[CH]COCC,[CH]1COCOC1,CCCOCC,C1COCOC1+C[CH]COCC,[CH]1COCOC1+CCCOCC,True,True,True,True,rmg_rxn_226
[CH]CC+CCCOCC<=>[CH2]CC+[CH2]CCOCC,[CH]CC,CCCOCC,[CH2]CC,[CH2]CCOCC,[CH]CC+CCCOCC,[CH2]CC+[CH2]CCOCC,True,True,True,True,rmg_rxn_227
[NH]N+[CH2]CCOCC<=>[N]N+CCCOCC,[NH]N,[CH2]CCOCC,[N]N,CCCOCC,[NH]N+[CH2]CCOCC,[N]N+CCCOCC,True,True,True,True,rmg_rxn_228
CC[NH]+[CH2]CCOCC<=>CC[N]+CCCOCC,CC[NH],[CH2]CCOCC,CC[N],CCCOCC,CC[NH]+[CH2]CCOCC,CC[N]+CCCOCC,True,True,True,True,rmg_rxn_229
CC#CC+[CH2]CCOCC<=>[CH2]C#CC+CCCOCC,CC#CC,[CH2]CCOCC,[CH2]C#CC,CCCOCC,CC#CC+[CH2]CCOCC,[CH2]C#CC+CCCOCC,True,True,True,True,rmg_rxn_230
CCS+[CH2]CCOCC<=>CC[S]+CCCOCC,CCS,[CH2]CCOCC,CC[S],CCCOCC,CCS+[CH2]CCOCC,CC[S]+CCCOCC,True,True,True,True,rmg_rxn_231
CC=NO+[CH2]CCOCC<=>CC=N[O]+CCCOCC,CC=NO,[CH2]CCOCC,CC=N[O],CCCOCC,CC=NO+[CH2]CCOCC,CC=N[O]+CCCOCC,True,True,True,True,rmg_rxn_232
CCN=O+[CH2]CCOCC<=>CC=N[O]+CCCOCC,CCN=O,[CH2]CCOCC,CC=N[O],CCCOCC,CCN=O+[CH2]CCOCC,CC=N[O]+CCCOCC,True,True,True,True,rmg_rxn_233
[CH2]CSCC+CCCOCC<=>CCSCC+[CH2]CCOCC,[CH2]CSCC,CCCOCC,CCSCC,[CH2]CCOCC,[CH2]CSCC+CCCOCC,CCSCC+[CH2]CCOCC,True,True,True,True,rmg_rxn_234
CCCC+[CH2]CCOCC<=>C[CH]CC+CCCOCC,CCCC,[CH2]CCOCC,C[CH]CC,CCCOCC,CCCC+[CH2]CCOCC,C[CH]CC+CCCOCC,True,True,True,True,rmg_rxn_235
CCCC+[CH2]CCOCC<=>[CH2]CCC+CCCOCC,CCCC,[CH2]CCOCC,[CH2]CCC,CCCOCC,CCCC+[CH2]CCOCC,[CH2]CCC+CCCOCC,True,True,True,True,rmg_rxn_236
C1COCOC1+[CH2]CCOCC<=>[CH]1OCCCO1+CCCOCC,C1COCOC1,[CH2]CCOCC,[CH]1OCCCO1,CCCOCC,C1COCOC1+[CH2]CCOCC,[CH]1OCCCO1+CCCOCC,True,True,True,True,rmg_rxn_237
CCSCC+[CH2]CCOCC<=>CCS[CH]C+CCCOCC,CCSCC,[CH2]CCOCC,CCS[CH]C,CCCOCC,CCSCC+[CH2]CCOCC,CCS[CH]C+CCCOCC,True,True,True,True,rmg_rxn_238
S+[CH2]CCOCC<=>[SH]+CCCOCC,S,[CH2]CCOCC,[SH],CCCOCC,S+[CH2]CCOCC,[SH]+CCCOCC,True,True,True,True,rmg_rxn_239
CC#N+[CH2]CCOCC<=>C=C=[N]+CCCOCC,CC#N,[CH2]CCOCC,C=C=[N],CCCOCC,CC#N+[CH2]CCOCC,C=C=[N]+CCCOCC,True,True,True,True,rmg_rxn_240
[CH2]COCCC+CCCOCC<=>[CH2]CCOCC+CCCOCC,[CH2]COCCC,CCCOCC,[CH2]CCOCC,CCCOCC,[CH2]COCCC+CCCOCC,[CH2]CCOCC+CCCOCC,True,True,True,True,rmg_rxn_244
CCN=O+[CH2]CCOCC<=>[CH2]CN=O+CCCOCC,CCN=O,[CH2]CCOCC,[CH2]CN=O,CCCOCC,CCN=O+[CH2]CCOCC,[CH2]CN=O+CCCOCC,True,True,True,True,rmg_rxn_245
C1COCOC1+[CH2]CCOCC<=>[CH]1COCOC1+CCCOCC,C1COCOC1,[CH2]CCOCC,[CH]1COCOC1,CCCOCC,C1COCOC1+[CH2]CCOCC,[CH]1COCOC1+CCCOCC,True,True,True,True,rmg_rxn_246
[CH2]CCOCC+CCCOCC<=>C[CH]COCC+CCCOCC,[CH2]CCOCC,CCCOCC,C[CH]COCC,CCCOCC,[CH2]CCOCC+CCCOCC,C[CH]COCC+CCCOCC,True,True,True,True,rmg_rxn_247
[CH]CC+C1COCOC1<=>[CH2]CC+[CH]1CCOCO1,[CH]CC,C1COCOC1,[CH2]CC,[CH]1CCOCO1,[CH]CC+C1COCOC1,[CH2]CC+[CH]1CCOCO1,True,True,True,True,rmg_rxn_248
[NH]N+[CH]1CCOCO1<=>[N]N+C1COCOC1,[NH]N,[CH]1CCOCO1,[N]N,C1COCOC1,[NH]N+[CH]1CCOCO1,[N]N+C1COCOC1,True,True,True,True,rmg_rxn_249
CC[NH]+[CH]1CCOCO1<=>CC[N]+C1COCOC1,CC[NH],[CH]1CCOCO1,CC[N],C1COCOC1,CC[NH]+[CH]1CCOCO1,CC[N]+C1COCOC1,True,True,True,True,rmg_rxn_250
CC#CC+[CH]1CCOCO1<=>[CH2]C#CC+C1COCOC1,CC#CC,[CH]1CCOCO1,[CH2]C#CC,C1COCOC1,CC#CC+[CH]1CCOCO1,[CH2]C#CC+C1COCOC1,True,True,True,True,rmg_rxn_251
CCS+[CH]1CCOCO1<=>CC[S]+C1COCOC1,CCS,[CH]1CCOCO1,CC[S],C1COCOC1,CCS+[CH]1CCOCO1,CC[S]+C1COCOC1,True,True,True,True,rmg_rxn_252
CC=NO+[CH]1CCOCO1<=>CC=N[O]+C1COCOC1,CC=NO,[CH]1CCOCO1,CC=N[O],C1COCOC1,CC=NO+[CH]1CCOCO1,CC=N[O]+C1COCOC1,True,True,True,True,rmg_rxn_253
CCN=O+[CH]1CCOCO1<=>CC=N[O]+C1COCOC1,CCN=O,[CH]1CCOCO1,CC=N[O],C1COCOC1,CCN=O+[CH]1CCOCO1,CC=N[O]+C1COCOC1,True,True,True,True,rmg_rxn_254
C1COCOC1+[CH2]CSCC<=>[CH]1CCOCO1+CCSCC,C1COCOC1,[CH2]CSCC,[CH]1CCOCO1,CCSCC,C1COCOC1+[CH2]CSCC,[CH]1CCOCO1+CCSCC,True,True,True,True,rmg_rxn_255
C1COCOC1+C[CH]CC<=>[CH]1CCOCO1+CCCC,C1COCOC1,C[CH]CC,[CH]1CCOCO1,CCCC,C1COCOC1+C[CH]CC,[CH]1CCOCO1+CCCC,True,True,True,True,rmg_rxn_256
C1COCOC1+[CH2]CCC<=>[CH]1CCOCO1+CCCC,C1COCOC1,[CH2]CCC,[CH]1CCOCO1,CCCC,C1COCOC1+[CH2]CCC,[CH]1CCOCO1+CCCC,True,True,True,True,rmg_rxn_257
[CH]1OCCCO1+C1COCOC1<=>[CH]1CCOCO1+C1COCOC1,[CH]1OCCCO1,C1COCOC1,[CH]1CCOCO1,C1COCOC1,[CH]1OCCCO1+C1COCOC1,[CH]1CCOCO1+C1COCOC1,True,True,True,True,rmg_rxn_258
[CH]1CCOCO1+CCSCC<=>C1COCOC1+CCS[CH]C,[CH]1CCOCO1,CCSCC,C1COCOC1,CCS[CH]C,[CH]1CCOCO1+CCSCC,C1COCOC1+CCS[CH]C,True,True,True,True,rmg_rxn_259
S+[CH]1CCOCO1<=>[SH]+C1COCOC1,S,[CH]1CCOCO1,[SH],C1COCOC1,S+[CH]1CCOCO1,[SH]+C1COCOC1,True,True,True,True,rmg_rxn_260
C1COCOC1+[CH2]COCCC<=>[CH]1CCOCO1+CCCOCC,C1COCOC1,[CH2]COCCC,[CH]1CCOCO1,CCCOCC,C1COCOC1+[CH2]COCCC,[CH]1CCOCO1+CCCOCC,True,True,True,True,rmg_rxn_265
[CH2]CN=O+C1COCOC1<=>CCN=O+[CH]1CCOCO1,[CH2]CN=O,C1COCOC1,CCN=O,[CH]1CCOCO1,[CH2]CN=O+C1COCOC1,CCN=O+[CH]1CCOCO1,True,True,True,True,rmg_rxn_266
[CH]1COCOC1+C1COCOC1<=>[CH]1CCOCO1+C1COCOC1,[CH]1COCOC1,C1COCOC1,[CH]1CCOCO1,C1COCOC1,[CH]1COCOC1+C1COCOC1,[CH]1CCOCO1+C1COCOC1,True,True,True,True,rmg_rxn_267
C1COCOC1+C[CH]COCC<=>[CH]1CCOCO1+CCCOCC,C1COCOC1,C[CH]COCC,[CH]1CCOCO1,CCCOCC,C1COCOC1+C[CH]COCC,[CH]1CCOCO1+CCCOCC,True,True,True,True,rmg_rxn_268
C1COCOC1+[CH2]CCOCC<=>[CH]1CCOCO1+CCCOCC,C1COCOC1,[CH2]CCOCC,[CH]1CCOCO1,CCCOCC,C1COCOC1+[CH2]CCOCC,[CH]1CCOCO1+CCCOCC,True,True,True,True,rmg_rxn_269
[CH]CC+CCCOCC<=>[CH2]CC+C[CH]OCCC,[CH]CC,CCCOCC,[CH2]CC,C[CH]OCCC,[CH]CC+CCCOCC,[CH2]CC+C[CH]OCCC,True,True,True,True,rmg_rxn_270
[NH]N+C[CH]OCCC<=>[N]N+CCCOCC,[NH]N,C[CH]OCCC,[N]N,CCCOCC,[NH]N+C[CH]OCCC,[N]N+CCCOCC,True,True,True,True,rmg_rxn_271
CC[NH]+C[CH]OCCC<=>CC[N]+CCCOCC,CC[NH],C[CH]OCCC,CC[N],CCCOCC,CC[NH]+C[CH]OCCC,CC[N]+CCCOCC,True,True,True,True,rmg_rxn_272
CC#CC+C[CH]OCCC<=>[CH2]C#CC+CCCOCC,CC#CC,C[CH]OCCC,[CH2]C#CC,CCCOCC,CC#CC+C[CH]OCCC,[CH2]C#CC+CCCOCC,True,True,True,True,rmg_rxn_273
CCS+C[CH]OCCC<=>CC[S]+CCCOCC,CCS,C[CH]OCCC,CC[S],CCCOCC,CCS+C[CH]OCCC,CC[S]+CCCOCC,True,True,True,True,rmg_rxn_274
CC=NO+C[CH]OCCC<=>CC=N[O]+CCCOCC,CC=NO,C[CH]OCCC,CC=N[O],CCCOCC,CC=NO+C[CH]OCCC,CC=N[O]+CCCOCC,True,True,True,True,rmg_rxn_275
CCN=O+C[CH]OCCC<=>CC=N[O]+CCCOCC,CCN=O,C[CH]OCCC,CC=N[O],CCCOCC,CCN=O+C[CH]OCCC,CC=N[O]+CCCOCC,True,True,True,True,rmg_rxn_276
[CH2]CSCC+CCCOCC<=>CCSCC+C[CH]OCCC,[CH2]CSCC,CCCOCC,CCSCC,C[CH]OCCC,[CH2]CSCC+CCCOCC,CCSCC+C[CH]OCCC,True,True,True,True,rmg_rxn_277
C[CH]CC+CCCOCC<=>CCCC+C[CH]OCCC,C[CH]CC,CCCOCC,CCCC,C[CH]OCCC,C[CH]CC+CCCOCC,CCCC+C[CH]OCCC,True,True,True,True,rmg_rxn_278
[CH2]CCC+CCCOCC<=>CCCC+C[CH]OCCC,[CH2]CCC,CCCOCC,CCCC,C[CH]OCCC,[CH2]CCC+CCCOCC,CCCC+C[CH]OCCC,True,True,True,True,rmg_rxn_279
[CH]1OCCCO1+CCCOCC<=>C1COCOC1+C[CH]OCCC,[CH]1OCCCO1,CCCOCC,C1COCOC1,C[CH]OCCC,[CH]1OCCCO1+CCCOCC,C1COCOC1+C[CH]OCCC,True,True,True,True,rmg_rxn_280
S+C[CH]OCCC<=>[SH]+CCCOCC,S,C[CH]OCCC,[SH],CCCOCC,S+C[CH]OCCC,[SH]+CCCOCC,True,True,True,True,rmg_rxn_282
[CH2]COCCC+CCCOCC<=>C[CH]OCCC+CCCOCC,[CH2]COCCC,CCCOCC,C[CH]OCCC,CCCOCC,[CH2]COCCC+CCCOCC,C[CH]OCCC+CCCOCC,True,True,True,True,rmg_rxn_287
[CH2]CN=O+CCCOCC<=>CCN=O+C[CH]OCCC,[CH2]CN=O,CCCOCC,CCN=O,C[CH]OCCC,[CH2]CN=O+CCCOCC,CCN=O+C[CH]OCCC,True,True,True,True,rmg_rxn_288
[CH]1COCOC1+CCCOCC<=>C1COCOC1+C[CH]OCCC,[CH]1COCOC1,CCCOCC,C1COCOC1,C[CH]OCCC,[CH]1COCOC1+CCCOCC,C1COCOC1+C[CH]OCCC,True,True,True,True,rmg_rxn_289
C[CH]COCC+CCCOCC<=>C[CH]OCCC+CCCOCC,C[CH]COCC,CCCOCC,C[CH]OCCC,CCCOCC,C[CH]COCC+CCCOCC,C[CH]OCCC+CCCOCC,True,True,True,True,rmg_rxn_290
[CH2]CCOCC+CCCOCC<=>C[CH]OCCC+CCCOCC,[CH2]CCOCC,CCCOCC,C[CH]OCCC,CCCOCC,[CH2]CCOCC+CCCOCC,C[CH]OCCC+CCCOCC,True,True,True,True,rmg_rxn_291
C1COCOC1+C[CH]OCCC<=>[CH]1CCOCO1+CCCOCC,C1COCOC1,C[CH]OCCC,[CH]1CCOCO1,CCCOCC,C1COCOC1+C[CH]OCCC,[CH]1CCOCO1+CCCOCC,True,True,True,True,rmg_rxn_292
[CH]CC+CCCO<=>[CH2]CC+CCC[O],[CH]CC,CCCO,[CH2]CC,CCC[O],[CH]CC+CCCO,[CH2]CC+CCC[O],True,True,True,True,rmg_rxn_293
[NH]N+CCC[O]<=>[N]N+CCCO,[NH]N,CCC[O],[N]N,CCCO,[NH]N+CCC[O],[N]N+CCCO,True,True,True,True,rmg_rxn_294
CC[NH]+CCC[O]<=>CC[N]+CCCO,CC[NH],CCC[O],CC[N],CCCO,CC[NH]+CCC[O],CC[N]+CCCO,True,True,True,True,rmg_rxn_295
CCC[O]+CC#CC<=>CCCO+[CH2]C#CC,CCC[O],CC#CC,CCCO,[CH2]C#CC,CCC[O]+CC#CC,CCCO+[CH2]C#CC,True,True,True,True,rmg_rxn_296
CCS+CCC[O]<=>CC[S]+CCCO,CCS,CCC[O],CC[S],CCCO,CCS+CCC[O],CC[S]+CCCO,True,True,True,True,rmg_rxn_297
CC=NO+CCC[O]<=>CC=N[O]+CCCO,CC=NO,CCC[O],CC=N[O],CCCO,CC=NO+CCC[O],CC=N[O]+CCCO,True,True,True,True,rmg_rxn_298
CCN=O+CCC[O]<=>CC=N[O]+CCCO,CCN=O,CCC[O],CC=N[O],CCCO,CCN=O+CCC[O],CC=N[O]+CCCO,True,True,True,True,rmg_rxn_299
CCC[O]+CCSCC<=>CCCO+[CH2]CSCC,CCC[O],CCSCC,CCCO,[CH2]CSCC,CCC[O]+CCSCC,CCCO+[CH2]CSCC,True,True,True,True,rmg_rxn_300
CCC[O]+CCCC<=>CCCO+C[CH]CC,CCC[O],CCCC,CCCO,C[CH]CC,CCC[O]+CCCC,CCCO+C[CH]CC,True,True,True,True,rmg_rxn_301
CCC[O]+CCCC<=>CCCO+[CH2]CCC,CCC[O],CCCC,CCCO,[CH2]CCC,CCC[O]+CCCC,CCCO+[CH2]CCC,True,True,True,True,rmg_rxn_302
CCC[O]+C1COCOC1<=>CCCO+[CH]1OCCCO1,CCC[O],C1COCOC1,CCCO,[CH]1OCCCO1,CCC[O]+C1COCOC1,CCCO+[CH]1OCCCO1,True,True,True,True,rmg_rxn_303
CCC[O]+CCSCC<=>CCCO+CCS[CH]C,CCC[O],CCSCC,CCCO,CCS[CH]C,CCC[O]+CCSCC,CCCO+CCS[CH]C,True,True,True,True,rmg_rxn_304
S+CCC[O]<=>[SH]+CCCO,S,CCC[O],[SH],CCCO,S+CCC[O],[SH]+CCCO,True,True,True,True,rmg_rxn_306
